Date : 2022-12-13 15:07:58
Directory : /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service
Total : 911 files,  61261 codes, 492 comments, 3193 blanks, all 64946 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/permissions/permissions.dto.d.ts                                            | TypeScript         |         13 |          0 |          1 |         14 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/permissions/permissions.dto.js                                              | JavaScript         |         78 |          1 |          0 |         79 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/permissions/permissions.module.d.ts                                         | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/permissions/permissions.module.js                                           | JavaScript         |         25 |          1 |          0 |         26 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/permissions/permissions.service.d.ts                                        | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/permissions/permissions.service.js                                          | JavaScript         |         84 |          1 |          0 |         85 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/report/reports.controller.d.ts                                      | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/report/reports.controller.js                                        | JavaScript         |        131 |          1 |          0 |        132 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/report/reports.dto.d.ts                                             | TypeScript         |         17 |          0 |          1 |         18 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/report/reports.dto.js                                               | JavaScript         |        106 |          1 |          0 |        107 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/report/reports.module.d.ts                                          | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/report/reports.module.js                                            | JavaScript         |         24 |          1 |          0 |         25 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/report/reports.service.d.ts                                         | TypeScript         |         19 |          0 |          1 |         20 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/report/reports.service.js                                           | JavaScript         |         98 |          1 |          0 |         99 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports-user/reports-user.controller.d.ts                           | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports-user/reports-user.controller.js                             | JavaScript         |        131 |          1 |          0 |        132 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports-user/reports-user.dto.d.ts                                  | TypeScript         |         14 |          0 |          1 |         15 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports-user/reports-user.dto.js                                    | JavaScript         |         85 |          1 |          0 |         86 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports-user/reports-user.module.d.ts                               | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports-user/reports-user.module.js                                 | JavaScript         |         24 |          1 |          0 |         25 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports-user/reports-user.service.d.ts                              | TypeScript         |         19 |          0 |          1 |         20 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports-user/reports-user.service.js                                | JavaScript         |         98 |          1 |          0 |         99 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports.controller.d.ts                                             | TypeScript         |         11 |          0 |          1 |         12 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports.controller.js                                               | JavaScript         |        178 |          1 |          0 |        179 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports.module.d.ts                                                 | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports.module.js                                                   | JavaScript         |         32 |          1 |          0 |         33 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports.service.d.ts                                                | TypeScript         |         45 |          0 |          1 |         46 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/reports/reports.service.js                                                  | JavaScript         |        393 |          1 |          6 |        400 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles-description/roles-description.controller.d.ts                   | TypeScript         |         15 |          0 |          1 |         16 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles-description/roles-description.controller.js                     | JavaScript         |        122 |          1 |          0 |        123 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles-description/roles-description.dto.d.ts                          | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles-description/roles-description.dto.js                            | JavaScript         |         99 |          1 |          0 |        100 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles-description/roles-description.module.d.ts                       | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles-description/roles-description.module.js                         | JavaScript         |         25 |          1 |          0 |         26 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles-description/roles-description.service.d.ts                      | TypeScript         |         19 |          0 |          1 |         20 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles-description/roles-description.service.js                        | JavaScript         |         99 |          1 |          0 |        100 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles/roles.controller.d.ts                                           | TypeScript         |         13 |          0 |          1 |         14 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles/roles.controller.js                                             | JavaScript         |        102 |          1 |          0 |        103 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles/roles.dto.d.ts                                                  | TypeScript         |         12 |          0 |          1 |         13 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles/roles.dto.js                                                    | JavaScript         |         71 |          1 |          0 |         72 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles/roles.module.d.ts                                               | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles/roles.module.js                                                 | JavaScript         |         25 |          1 |          0 |         26 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles/roles.service.d.ts                                              | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles/roles.service.js                                                | JavaScript         |         84 |          1 |          0 |         85 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles_permissions/roles_permissions.controller.d.ts                   | TypeScript         |         14 |          0 |          1 |         15 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles_permissions/roles_permissions.controller.js                     | JavaScript         |        112 |          1 |          0 |        113 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles_permissions/roles_permissions.dto.d.ts                          | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles_permissions/roles_permissions.dto.js                            | JavaScript         |         99 |          1 |          0 |        100 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles_permissions/roles_permissions.module.d.ts                       | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles_permissions/roles_permissions.module.js                         | JavaScript         |         31 |          1 |          0 |         32 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles_permissions/roles_permissions.service.d.ts                      | TypeScript         |         20 |          0 |          1 |         21 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/roles/roles_permissions/roles_permissions.service.js                        | JavaScript         |         90 |          1 |          0 |         91 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/settings/settings.controller.d.ts                                           | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/settings/settings.controller.js                                             | JavaScript         |        132 |          1 |          0 |        133 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/settings/settings.dto.d.ts                                                  | TypeScript         |         18 |          0 |          1 |         19 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/settings/settings.dto.js                                                    | JavaScript         |        112 |          1 |          0 |        113 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/settings/settings.module.d.ts                                               | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/settings/settings.module.js                                                 | JavaScript         |         24 |          1 |          0 |         25 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/settings/settings.service.d.ts                                              | TypeScript         |         19 |          0 |          1 |         20 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/settings/settings.service.js                                                | JavaScript         |         99 |          1 |          0 |        100 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/tasks/tasks.controller.d.ts                                                 | TypeScript         |         17 |          0 |          1 |         18 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/tasks/tasks.controller.js                                                   | JavaScript         |        142 |          1 |          0 |        143 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/tasks/tasks.dto.d.ts                                                        | TypeScript         |         21 |          0 |          1 |         22 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/tasks/tasks.dto.js                                                          | JavaScript         |        134 |          1 |          0 |        135 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/tasks/tasks.module.d.ts                                                     | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/tasks/tasks.module.js                                                       | JavaScript         |         24 |          1 |          0 |         25 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/tasks/tasks.service.d.ts                                                    | TypeScript         |         20 |          0 |          1 |         21 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/tasks/tasks.service.js                                                      | JavaScript         |        104 |          1 |          0 |        105 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/teams/teams.controller.d.ts                                                 | TypeScript         |         15 |          0 |          1 |         16 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/teams/teams.controller.js                                                   | JavaScript         |        122 |          1 |          0 |        123 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/teams/teams.dto.d.ts                                                        | TypeScript         |         14 |          0 |          1 |         15 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/teams/teams.dto.js                                                          | JavaScript         |         85 |          1 |          0 |         86 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/teams/teams.module.d.ts                                                     | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/teams/teams.module.js                                                       | JavaScript         |         24 |          1 |          0 |         25 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/teams/teams.service.d.ts                                                    | TypeScript         |         18 |          0 |          1 |         19 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/teams/teams.service.js                                                      | JavaScript         |         94 |          1 |          0 |         95 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/auth/auth.controller.d.ts                                              | TypeScript         |          8 |          0 |          1 |          9 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/auth/auth.controller.js                                                | JavaScript         |         54 |          1 |          0 |         55 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/auth/auth.dto.d.ts                                                     | TypeScript         |         10 |          0 |          1 |         11 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/auth/auth.dto.js                                                       | JavaScript         |         60 |          1 |          0 |         61 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/auth/auth.module.d.ts                                                  | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/auth/auth.module.js                                                    | JavaScript         |         50 |          1 |          0 |         51 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/auth/auth.service.d.ts                                                 | TypeScript         |         27 |          0 |          1 |         28 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/auth/auth.service.js                                                   | JavaScript         |        154 |          1 |          0 |        155 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/auth/jwt-auth.guard.d.ts                                               | TypeScript         |          7 |          0 |          1 |          8 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/auth/jwt-auth.guard.js                                                 | JavaScript         |         26 |          1 |          0 |         27 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/auth/jwt.strategy.d.ts                                                 | TypeScript         |         10 |          0 |          1 |         11 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/auth/jwt.strategy.js                                                   | JavaScript         |         32 |          1 |          0 |         33 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/perm_user/perm_user.controller.d.ts                                    | TypeScript         |         14 |          0 |          1 |         15 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/perm_user/perm_user.controller.js                                      | JavaScript         |        112 |          1 |          0 |        113 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/perm_user/perm_user.dto.d.ts                                           | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/perm_user/perm_user.dto.js                                             | JavaScript         |         99 |          1 |          0 |        100 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/perm_user/perm_user.module.d.ts                                        | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/perm_user/perm_user.module.js                                          | JavaScript         |         25 |          1 |          0 |         26 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/perm_user/perm_user.service.d.ts                                       | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/perm_user/perm_user.service.js                                         | JavaScript         |         84 |          1 |          0 |         85 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/register/register.controller.d.ts                                      | TypeScript         |          8 |          0 |          1 |          9 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/register/register.controller.js                                        | JavaScript         |         52 |          1 |          0 |         53 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/register/register.dto.d.ts                                             | TypeScript         |         26 |          0 |          1 |         27 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/register/register.dto.js                                               | JavaScript         |        185 |          1 |          0 |        186 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/register/register.module.d.ts                                          | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/register/register.module.js                                            | JavaScript         |         25 |          1 |          0 |         26 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/register/register.service.d.ts                                         | TypeScript         |         11 |          0 |          1 |         12 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/register/register.service.js                                           | JavaScript         |         85 |          1 |          0 |         86 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/role_user/role_user.controller.d.ts                                    | TypeScript         |         14 |          0 |          1 |         15 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/role_user/role_user.controller.js                                      | JavaScript         |        112 |          1 |          0 |        113 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/role_user/role_user.dto.d.ts                                           | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/role_user/role_user.dto.js                                             | JavaScript         |         99 |          1 |          0 |        100 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/role_user/role_user.module.d.ts                                        | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/role_user/role_user.module.js                                          | JavaScript         |         25 |          1 |          0 |         26 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/role_user/role_user.service.d.ts                                       | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/role_user/role_user.service.js                                         | JavaScript         |         84 |          1 |          0 |         85 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/team_user/team_user.controller.d.ts                                    | TypeScript         |         13 |          0 |          1 |         14 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/team_user/team_user.controller.js                                      | JavaScript         |        102 |          1 |          0 |        103 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/team_user/team_user.dto.d.ts                                           | TypeScript         |         15 |          0 |          1 |         16 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/team_user/team_user.dto.js                                             | JavaScript         |         95 |          1 |          0 |         96 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/team_user/team_user.module.d.ts                                        | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/team_user/team_user.module.js                                          | JavaScript         |         25 |          1 |          0 |         26 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/team_user/team_user.service.d.ts                                       | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/team_user/team_user.service.js                                         | JavaScript         |         84 |          1 |          0 |         85 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user/user-create.dto.d.ts                                              | TypeScript         |         36 |          0 |          1 |         37 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user/user-create.dto.js                                                | JavaScript         |        242 |          1 |          0 |        243 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user/user.controller.d.ts                                              | TypeScript         |         21 |          0 |          1 |         22 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user/user.controller.js                                                | JavaScript         |        153 |          1 |          0 |        154 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user/user.dto.d.ts                                                     | TypeScript         |         36 |          0 |          1 |         37 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user/user.dto.js                                                       | JavaScript         |        244 |          1 |          0 |        245 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user/user.module.d.ts                                                  | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user/user.module.js                                                    | JavaScript         |         39 |          1 |          0 |         40 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user/user.service.d.ts                                                 | TypeScript         |         28 |          0 |          1 |         29 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user/user.service.js                                                   | JavaScript         |        146 |          1 |          0 |        147 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_adress/user_adress.controller.d.ts                                | TypeScript         |         13 |          0 |          1 |         14 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_adress/user_adress.controller.js                                  | JavaScript         |        102 |          1 |          0 |        103 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_adress/user_adress.dto.d.ts                                       | TypeScript         |         19 |          0 |          1 |         20 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_adress/user_adress.dto.js                                         | JavaScript         |        120 |          1 |          0 |        121 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_adress/user_adress.module.d.ts                                    | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_adress/user_adress.module.js                                      | JavaScript         |         25 |          1 |          0 |         26 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_adress/user_adress.service.d.ts                                   | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_adress/user_adress.service.js                                     | JavaScript         |         84 |          1 |          0 |         85 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_contact/user_contact.controller.d.ts                              | TypeScript         |         13 |          0 |          1 |         14 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_contact/user_contact.controller.js                                | JavaScript         |        102 |          1 |          0 |        103 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_contact/user_contact.dto.d.ts                                     | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_contact/user_contact.dto.js                                       | JavaScript         |         99 |          1 |          0 |        100 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_contact/user_contact.module.d.ts                                  | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_contact/user_contact.module.js                                    | JavaScript         |         25 |          1 |          0 |         26 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_contact/user_contact.service.d.ts                                 | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_contact/user_contact.service.js                                   | JavaScript         |         84 |          1 |          0 |         85 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_documents/user_documents.controller.d.ts                          | TypeScript         |         13 |          0 |          1 |         14 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_documents/user_documents.controller.js                            | JavaScript         |        102 |          1 |          0 |        103 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_documents/user_documents.dto.d.ts                                 | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_documents/user_documents.dto.js                                   | JavaScript         |         99 |          1 |          0 |        100 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_documents/user_documents.module.d.ts                              | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_documents/user_documents.module.js                                | JavaScript         |         25 |          1 |          0 |         26 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_documents/user_documents.service.d.ts                             | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_documents/user_documents.service.js                               | JavaScript         |         84 |          1 |          0 |         85 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_layer.module.d.ts                                                 | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_layer.module.js                                                   | JavaScript         |         25 |          1 |          0 |         26 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_login/user_login.controller.d.ts                                  | TypeScript         |         13 |          0 |          1 |         14 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_login/user_login.controller.js                                    | JavaScript         |        102 |          1 |          0 |        103 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_login/user_login.dto.d.ts                                         | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_login/user_login.dto.js                                           | JavaScript         |         98 |          1 |          0 |         99 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_login/user_login.module.d.ts                                      | TypeScript         |          2 |          0 |          1 |          3 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_login/user_login.module.js                                        | JavaScript         |         25 |          1 |          0 |         26 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_login/user_login.service.d.ts                                     | TypeScript         |         17 |          0 |          1 |         18 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_login/user_login.service.js                                       | JavaScript         |         89 |          1 |          0 |         90 |
| /Users/overcodexdev/Desktop/overcodex-projects/ocx-crm-db-service/dist/units/user/user_performance/user_performance.controller.d.ts                      | TypeScript         |         15 |          0 |          1 |         16 |
